0.000000 -2.019726 0.009696
0.040816 -2.019810 -0.071505
0.081633 -2.019930 -0.152669
0.122449 -2.020093 -0.233791
0.163265 -2.020303 -0.314865
0.204082 -2.020568 -0.395884
0.244898 -2.020896 -0.476841
0.285714 -2.021299 -0.557723
0.326531 -2.021788 -0.638518
0.367347 -2.022380 -0.719211
0.408163 -2.023094 -0.799780
0.448980 -2.023958 -0.880201
0.489796 -2.025004 -0.960440
0.530612 -2.026276 -1.040452
0.571429 -2.027833 -1.120180
0.612245 -2.029755 -1.199542
0.653061 -2.032155 -1.278426
0.693878 -2.035195 -1.356671
0.734694 -2.039114 -1.434037
0.775510 -2.044273 -1.510162
0.816327 -2.051240 -1.584480
0.857143 -2.060918 -1.656086
0.897959 -2.074749 -1.723539
0.938776 -2.094901 -1.784672
0.979592 -2.124103 -1.836754
1.020408 -2.164538 -1.877604
1.061224 -2.216250 -1.907176
1.102041 -2.277110 -1.927601
1.142857 -2.344381 -1.941614
1.183673 -2.415868 -1.951412
1.224490 -2.490108 -1.958457
1.265306 -2.566180 -1.963669
1.306122 -2.643509 -1.967624
1.346939 -2.721727 -1.970691
1.387755 -2.800592 -1.973110
1.428571 -2.879939 -1.975047
1.469388 -2.959656 -1.976616
1.510204 -3.039659 -1.977897
1.551020 -3.119891 -1.978950
1.591837 -3.200306 -1.979819
1.632653 -3.280870 -1.980539
1.673469 -3.361559 -1.981135
1.714286 -3.442351 -1.981627
1.755102 -3.523230 -1.982032
1.795918 -3.604184 -1.982363
1.836735 -3.685201 -1.982630
1.877551 -3.766274 -1.982842
1.918367 -3.847394 -1.983006
1.959184 -3.928557 -1.983128
2.000000 -4.009756 -1.983214
