0.000000 -5.764389 -5.235154 -3.629123 -3.453217 -3.445675 -3.333750 -2.070026 -1.993631 -1.992955 -1.991670 -1.527846 -1.368200 -0.194411 -0.048616 -0.044944 -0.042979 0.057754 0.069771 0.071437 0.176514 1.324429 1.589880 1.904967 2.011511 2.013481 2.102626 3.384041 3.474807 3.476374 3.547900 5.379082 5.552013
0.040404 -5.767678 -5.231986 -3.634742 -3.569347 -3.329468 -3.328215 -2.112915 -2.085250 -1.978830 -1.872324 -1.535346 -1.359666 -0.217881 -0.198890 -0.077392 -0.062199 0.071342 0.104025 0.180968 0.244619 1.318365 1.595791 1.891813 1.897260 2.110474 2.133218 3.354862 3.374626 3.557318 3.596353 5.370105 5.560992
0.080808 -5.777321 -5.222709 -3.689062 -3.650503 -3.312711 -3.209522 -2.233092 -2.116286 -1.951309 -1.751958 -1.553926 -1.337771 -0.408094 -0.211738 -0.208964 -0.092103 0.101259 0.193743 0.235769 0.434918 1.301570 1.612079 1.771180 1.877039 2.131166 2.253966 3.234176 3.350917 3.581039 3.717140 5.347192 5.583913
0.121212 -5.792723 -5.207928 -3.808672 -3.673984 -3.289673 -3.089518 -2.353165 -2.151931 -1.922326 -1.631556 -1.576985 -1.308391 -0.604366 -0.334347 -0.231525 -0.127679 0.136860 0.213406 0.361497 0.631286 1.276991 1.635603 1.650598 1.849502 2.159701 2.374744 3.113536 3.319709 3.612266 3.837955 5.316645 5.614473
0.161616 -5.813084 -5.188467 -3.928131 -3.702810 -3.261498 -2.969489 -2.473101 -2.189363 -1.896199 -1.599457 -1.511134 -1.275126 -0.802992 -0.457198 -0.256612 -0.165399 0.174612 0.238315 0.484871 0.830040 1.247317 1.530077 1.663086 1.818740 2.192577 2.495545 2.992948 3.284841 3.647162 3.958791 5.282242 5.648893
0.202020 -5.837565 -5.165194 -4.047392 -3.735247 -3.229964 -2.849456 -2.592847 -2.227717 -1.876368 -1.617025 -1.390702 -1.239774 -1.002676 -0.578737 -0.285581 -0.204099 0.213354 0.267048 0.607138 1.029900 1.214394 1.409630 1.690441 1.788895 2.227906 2.616365 2.872424 3.248067 3.683976 4.079646 5.245789 5.685370
0.242424 -5.865411 -5.138921 -4.166395 -3.770174 -3.196273 -2.729443 -2.712317 -2.266644 -1.866679 -1.625351 -1.270275 -1.207422 -1.198725 -0.699389 -0.317365 -0.243316 0.252623 0.298531 0.728786 1.179214 1.230502 1.289272 1.705305 1.772183 2.264704 2.737198 2.751976 3.210213 3.721884 4.200518 5.208157 5.723034
0.282828 -5.895989 -5.110364 -4.285045 -3.806900 -3.161312 -2.831309 -2.609479 -2.305970 -1.869885 -1.621447 -1.403688 -1.165858 -1.149869 -0.819196 -0.351203 -0.282835 0.292202 0.331994 0.849995 1.142857 1.169028 1.431245 1.688271 1.787863 2.302434 2.631624 2.858031 3.171707 3.760467 4.321402 5.169796 5.761433
0.323232 -5.928805 -5.080169 -4.403189 -3.845014 -3.126252 -2.949060 -2.489611 -2.345590 -1.885390 -1.609443 -1.600713 -1.129032 -1.029507 -0.937583 -0.386567 -0.322540 0.331978 0.366888 0.970613 1.048934 1.105723 1.632247 1.655653 1.819534 2.340781 2.511402 2.978817 3.132825 3.799497 4.442295 5.130960 5.800317
0.363636 -5.963484 -5.049012 -4.520520 -3.884287 -3.103227 -3.053659 -2.385957 -2.369392 -1.910150 -1.805329 -1.581202 -1.101334 -1.045808 -0.909227 -0.423074 -0.362363 0.371882 0.402804 0.929058 1.062482 1.096350 1.619132 1.832457 1.856320 2.379219 2.391699 3.090606 3.102649 3.838838 4.563193 5.091801 5.839537
0.404040 -5.999753 -5.017891 -4.636312 -3.924628 -3.193513 -3.043920 -2.425753 -2.250219 -2.006964 -1.939980 -1.551491 -1.182590 -1.043957 -0.789127 -0.460411 -0.402254 0.411864 0.439358 0.809563 1.026801 1.213721 1.581209 1.892249 2.035174 2.271480 2.418770 3.053764 3.220895 3.878409 4.684086 5.052419 5.879001
0.444444 -6.037423 -4.989387 -4.748169 -3.966059 -3.309348 -3.007580 -2.466230 -2.207500 -2.131147 -1.974628 -1.519000 -1.297128 -1.007071 -0.669601 -0.498078 -0.442146 0.451864 0.475872 0.691016 0.987575 1.333915 1.542585 1.930159 2.152319 2.236493 2.458143 3.014210 3.341691 3.918159 4.804944 5.012902 5.918648
0.484848 -6.076375 -4.976321 -4.843391 -4.008725 -3.425646 -2.969577 -2.507676 -2.407566 -2.022113 -2.002211 -1.490023 -1.406445 -0.968386 -0.560071 -0.527038 -0.481551 0.491390 0.507253 0.578896 0.947712 1.454030 1.503539 1.965027 2.037040 2.437767 2.497894 2.974491 3.462519 3.958061 4.925369 4.973690 5.958439
0.525253 -6.116553 -5.028398 -4.872327 -4.052935 -3.541008 -2.931004 -2.612725 -2.544273 -2.053386 -1.892451 -1.541820 -1.432260 -0.929188 -0.579976 -0.523036 -0.425242 0.442670 0.532750 0.561680 0.907368 1.464206 1.573820 1.907048 2.015515 2.537127 2.639785 2.934670 3.583323 3.998106 4.932958 5.047209 5.998346
