0.000000 -1.774531 -0.038672
0.040816 -1.772659 -0.110827
0.081633 -1.771043 -0.182726
0.122449 -1.769722 -0.254331
0.163265 -1.768738 -0.325599
0.204082 -1.768145 -0.396474
0.244898 -1.768009 -0.466894
0.285714 -1.768407 -0.536779
0.326531 -1.769435 -0.606034
0.367347 -1.771211 -0.674541
0.408163 -1.773880 -0.742156
0.448980 -1.777622 -0.808697
0.489796 -1.782658 -0.873944
0.530612 -1.789265 -0.937621
0.571429 -1.797777 -0.999392
0.612245 -1.808603 -1.058850
0.653061 -1.822219 -1.115517
0.693878 -1.839164 -1.168855
0.734694 -1.860005 -1.218298
0.775510 -1.885279 -1.263307
0.816327 -1.915416 -1.303453
0.857143 -1.950655 -1.338497
0.897959 -1.990991 -1.368445
0.938776 -2.036176 -1.393543
0.979592 -2.085776 -1.414226
1.020408 -2.139250 -1.431035
1.061224 -2.196032 -1.444536
1.102041 -2.255586 -1.455266
1.142857 -2.317436 -1.463700
1.183673 -2.381178 -1.470241
1.224490 -2.446478 -1.475224
1.265306 -2.513064 -1.478921
1.306122 -2.580716 -1.481553
1.346939 -2.649253 -1.483299
1.387755 -2.718534 -1.484301
1.428571 -2.788441 -1.484677
1.469388 -2.858880 -1.484522
1.510204 -2.929771 -1.483914
1.551020 -3.001052 -1.482917
1.591837 -3.072669 -1.481583
1.632653 -3.144578 -1.479957
1.673469 -3.216742 -1.478076
1.714286 -3.289130 -1.475971
1.755102 -3.361715 -1.473670
1.795918 -3.434475 -1.471193
1.836735 -3.507391 -1.468561
1.877551 -3.580444 -1.465790
1.918367 -3.653623 -1.462896
1.959184 -3.726913 -1.459889
2.000000 -3.800304 -1.456781
