0.000000 0.000000 0.000000 -0.000000 0.000000
0.020202 -0.000778 -1.932076 1.932854 -0.000000
0.040404 -0.001559 -1.974474 1.976033 -0.000000
0.060606 -0.002347 -1.982269 1.984616 -0.000000
0.080808 -0.003147 -1.984698 1.987845 0.000000
0.101010 -0.003961 -1.985536 1.989497 -0.000000
0.121212 -0.004795 -1.985723 1.990518 0.000000
0.141414 -0.005652 -1.985580 1.991232 0.000000
0.161616 -0.006536 -1.985240 1.991776 0.000000
0.181818 -0.007454 -1.984764 1.992218 0.000000
0.202020 -0.008409 -1.984182 1.992591 -0.000000
0.222222 -0.009409 -1.983507 1.992916 0.000000
0.242424 -0.010459 -1.982747 1.993206 -0.000000
0.262626 -0.011566 -1.981902 1.993468 0.000000
0.282828 -0.012739 -1.980969 1.993708 0.000000
0.303030 -0.013986 -1.979944 1.993930 -0.000000
0.323232 -0.015317 -1.978819 1.994136 0.000000
0.343434 -0.016744 -1.977585 1.994329 0.000000
0.363636 -0.018280 -1.976231 1.994511 -0.000000
0.383838 -0.019939 -1.974743 1.994682 0.000000
0.404040 -0.021739 -1.973105 1.994844 0.000000
0.424242 -0.023700 -1.971298 1.994998 -0.000000
0.444444 -0.025844 -1.969300 1.995144 0.000000
0.464646 -0.028199 -1.967085 1.995283 0.000000
0.484848 -0.030796 -1.964620 1.995416 0.000000
0.505051 -0.033673 -1.961869 1.995543 0.000000
0.525253 -0.036876 -1.958788 1.995664 0.000000
0.545455 -0.040456 -1.955323 1.995780 0.000000
0.565657 -0.044480 -1.951411 1.995891 0.000000
0.585859 -0.049024 -1.946973 1.995997 0.000000
0.606061 -0.054185 -1.941915 1.996100 0.000000
0.626263 -0.060078 -1.936120 1.996198 0.000000
0.646465 -0.066847 -1.929445 1.996292 0.000000
0.666667 -0.074673 -1.921710 1.996383 0.000000
0.686869 -0.083780 -1.912691 1.996471 0.000000
0.707071 -0.094450 -1.902104 1.996555 0.000000
0.727273 -0.107045 -1.889591 1.996636 0.000000
0.747475 -0.122022 -1.874692 1.996714 0.000000
0.767677 -0.139973 -1.856817 1.996790 0.000000
0.787879 -0.161655 -1.835208 1.996863 0.000000
0.808081 -0.188046 -1.808887 1.996933 0.000000
0.828283 -0.220396 -1.776605 1.997001 0.000000
0.848485 -0.260286 -1.736781 1.997067 0.000000
0.868687 -0.309658 -1.687473 1.997130 0.000000
0.888889 -0.370788 -1.626404 1.997192 0.000000
0.909091 -0.446105 -1.551146 1.997251 0.000000
0.929293 -0.537757 -1.459552 1.997309 0.000000
0.949495 -0.646814 -1.350551 1.997365 0.000000
0.969697 -0.772210 -1.225209 1.997419 0.000000
0.989899 -0.909863 -1.087609 1.997471 0.000000
1.010101 -1.052748 -0.944774 0.000000 1.997522
1.030303 -1.192407 -0.805165 0.000000 1.997571
1.050505 -1.321275 -0.676344 0.000000 1.997619
1.070707 -1.434494 -0.563172 0.000000 1.997666
1.090909 -1.530320 -0.467390 0.000000 1.997711
1.111111 -1.609408 -0.388347 0.000000 1.997754
1.131313 -1.673728 -0.324069 0.000000 1.997797
1.151515 -1.725695 -0.272143 0.000000 1.997838
1.171717 -1.767648 -0.230230 -0.000000 1.997878
1.191919 -1.801618 -0.196299 -0.000000 1.997917
1.212121 -1.829272 -0.168683 0.000000 1.997955
1.232323 -1.851937 -0.146056 0.000000 1.997992
1.252525 -1.870650 -0.127378 0.000000 1.998028
1.272727 -1.886220 -0.111844 -0.000000 1.998063
1.292929 -1.899273 -0.098825 0.000000 1.998097
1.313131 -1.910297 -0.087834 0.000000 1.998131
1.333333 -1.919674 -0.078489 0.000000 1.998163
1.353535 -1.927704 -0.070490 0.000000 1.998194
1.373737 -1.934625 -0.063600 0.000000 1.998225
1.393939 -1.940625 -0.057630 0.000000 1.998255
1.414141 -1.945856 -0.052428 0.000000 1.998284
1.434343 -1.950442 -0.047871 0.000000 1.998312
1.454545 -1.954481 -0.043859 0.000000 1.998340
1.474747 -1.958055 -0.040312 -0.000000 1.998367
1.494949 -1.961232 -0.037161 -0.000000 1.998393
1.515152 -1.964067 -0.034352 -0.000000 1.998419
1.535354 -1.966608 -0.031837 -0.000000 1.998444
1.555556 -1.968892 -0.029577 -0.000000 1.998469
1.575758 -1.970952 -0.027540 0.000000 1.998493
1.595960 -1.972817 -0.025699 0.000000 1.998516
1.616162 -1.974511 -0.024028 0.000000 1.998539
1.636364 -1.976052 -0.022509 0.000000 1.998561
1.656566 -1.977460 -0.021124 0.000000 1.998583
1.676768 -1.978748 -0.019857 0.000000 1.998604
1.696970 -1.979929 -0.018696 0.000000 1.998625
1.717172 -1.981016 -0.017630 0.000000 1.998646
1.737374 -1.982018 -0.016648 0.000000 1.998666
1.757576 -1.982943 -0.015742 0.000000 1.998685
1.777778 -1.983799 -0.014906 0.000000 1.998704
1.797980 -1.984592 -0.014131 -0.000000 1.998723
1.818182 -1.985329 -0.013412 -0.000000 1.998741
1.838384 -1.986015 -0.012744 -0.000000 1.998759
1.858586 -1.986654 -0.012122 0.000000 1.998776
1.878788 -1.987251 -0.011543 0.000000 1.998794
1.898990 -1.987808 -0.011002 0.000000 1.998810
1.919192 -1.988330 -0.010496 0.000000 1.998827
1.939394 -1.988820 -0.010023 0.000000 1.998843
1.959596 -1.989279 -0.009580 0.000000 1.998859
1.979798 -1.989711 -0.009163 -0.000000 1.998874
2.000000 -1.990117 -0.008772 0.000000 1.998889
