0.000000 -2.021332 0.016679
0.040816 -2.021549 -0.064239
0.081633 -2.021815 -0.145109
0.122449 -2.022135 -0.225923
0.163265 -2.022518 -0.306675
0.204082 -2.022973 -0.387355
0.244898 -2.023511 -0.467952
0.285714 -2.024146 -0.548453
0.326531 -2.024893 -0.628841
0.367347 -2.025774 -0.709095
0.408163 -2.026814 -0.789190
0.448980 -2.028046 -0.869093
0.489796 -2.029512 -0.948762
0.530612 -2.031266 -1.028144
0.571429 -2.033380 -1.107164
0.612245 -2.035954 -1.185726
0.653061 -2.039121 -1.263694
0.693878 -2.043072 -1.340878
0.734694 -2.048078 -1.417006
0.775510 -2.054542 -1.491678
0.816327 -2.063061 -1.564294
0.857143 -2.074534 -1.633956
0.897959 -2.090286 -1.699339
0.938776 -2.112126 -1.758634
0.979592 -2.142127 -1.809768
1.020408 -2.181860 -1.851170
1.061224 -2.231466 -1.882699
1.102041 -2.289554 -1.905746
1.142857 -2.354069 -1.922366
1.183673 -2.423129 -1.934442
1.224490 -2.495328 -1.943377
1.265306 -2.569708 -1.950133
1.306122 -2.645628 -1.955348
1.346939 -2.722659 -1.959452
1.387755 -2.800513 -1.962734
1.428571 -2.878987 -1.965395
1.469388 -2.957939 -1.967578
1.510204 -3.037266 -1.969386
1.551020 -3.116892 -1.970895
1.591837 -3.196760 -1.972162
1.632653 -3.276825 -1.973231
1.673469 -3.357055 -1.974137
1.714286 -3.437422 -1.974905
1.755102 -3.517906 -1.975556
1.795918 -3.598488 -1.976109
1.836735 -3.679155 -1.976577
1.877551 -3.759896 -1.976972
1.918367 -3.840700 -1.977302
1.959184 -3.921561 -1.977576
2.000000 -4.002472 -1.977801
