0.100000 -5.456872 -0.400000
0.231034 -5.213288 -0.924138
0.362069 -4.969704 -1.448276
0.493103 -4.726120 -1.972414
0.624138 -4.482536 -2.496552
0.755172 -4.238952 -3.020690
0.886207 -3.995368 -3.544828
1.017241 -4.068966 -3.751784
1.148276 -4.593103 -3.508199
1.279310 -5.117241 -3.264615
1.410345 -5.641379 -3.021031
1.541379 -6.165517 -2.777447
1.672414 -6.689655 -2.533863
1.803448 -7.213793 -2.290279
1.934483 -7.737931 -2.046695
2.065517 -8.262069 -1.803111
2.196552 -8.786207 -1.559527
2.327586 -9.310345 -1.315943
2.458621 -9.834483 -1.072359
2.589655 -10.358621 -0.828775
2.720690 -10.882759 -0.585191
2.851724 -11.406897 -0.341607
2.982759 -11.931034 -0.098023
3.113793 -12.455172 0.145561
3.244828 -12.979310 0.389145
3.375862 -13.503448 0.632729
3.506897 -14.027586 0.876313
3.637931 -14.551724 1.119897
3.768966 -15.075862 1.363481
3.900000 -15.600000 1.607065
