0.000000 -1.845066 -0.023739
0.040816 -1.845422 -0.100736
0.081633 -1.845810 -0.177701
0.122449 -1.846234 -0.254629
0.163265 -1.846701 -0.331515
0.204082 -1.847218 -0.408352
0.244898 -1.847792 -0.485131
0.285714 -1.848433 -0.561842
0.326531 -1.849155 -0.638472
0.367347 -1.849974 -0.715006
0.408163 -1.850910 -0.791423
0.448980 -1.851991 -0.867695
0.489796 -1.853251 -0.943787
0.530612 -1.854741 -1.019651
0.571429 -1.856526 -1.095218
0.612245 -1.858702 -1.170395
0.653061 -1.861407 -1.245043
0.693878 -1.864852 -1.318951
0.734694 -1.869363 -1.391793
0.775510 -1.875471 -1.463037
0.816327 -1.884065 -1.531796
0.857143 -1.896647 -1.596567
0.897959 -1.915635 -1.654932
0.938776 -1.944216 -1.703703
0.979592 -1.984794 -1.740478
1.020408 -2.036864 -1.765761
1.061224 -2.097522 -1.782456
1.102041 -2.163732 -1.793598
1.142857 -2.233383 -1.801301
1.183673 -2.305194 -1.806843
1.224490 -2.378409 -1.810980
1.265306 -2.452573 -1.814169
1.306122 -2.527402 -1.816693
1.346939 -2.602712 -1.818736
1.387755 -2.678379 -1.820421
1.428571 -2.754319 -1.821834
1.469388 -2.830471 -1.823034
1.510204 -2.906791 -1.824067
1.551020 -2.983247 -1.824965
1.591837 -3.059812 -1.825752
1.632653 -3.136469 -1.826447
1.673469 -3.213203 -1.827067
1.714286 -3.290000 -1.827622
1.755102 -3.366853 -1.828122
1.795918 -3.443752 -1.828576
1.836735 -3.520692 -1.828988
1.877551 -3.597668 -1.829366
1.918367 -3.674674 -1.829712
1.959184 -3.751708 -1.830031
2.000000 -3.828766 -1.830326
